#datum;m_tnn;m_tnnd;m_tna;m_dtn0;m_dtn10;m_dtn20
1987-09;4.8;1987-09-30;14.5;0;0;1
1987-10;-0.6;1987-10-29;9.1;2;0;0
1987-11;0.2;1987-11-01;4.0;0;0;0
1987-12;-6.2;1987-12-14;1.0;13;0;0
1988-01;-3.8;1988-01-14;1.5;7;0;0
1988-02;-5.2;1988-02-21;1.5;4;0;0
1988-03;-2.6;1988-03-03;2.3;8;0;0
1988-04;1.1;1988-04-25;6.9;0;0;0
1988-05;7.4;1988-05-22;12.4;0;0;0
1988-06;11.1;1988-06-24;14.8;0;0;0
1988-07;13.8;1988-07-20;17.8;0;0;6
1988-08;12.5;1988-08-25;16.6;0;0;6
1988-09;10.0;1988-09-17;13.1;0;0;0
1988-10;-0.8;1988-10-31;7.7;2;0;0
1988-11;-8.4;1988-11-24;-1.5;19;0;0
1988-12;-7.2;1988-12-17;1.3;8;0;0
1989-01;-4.9;1989-01-07;-0.8;22;0;0
1989-02;-1.1;1989-02-12;2.5;4;0;0
1989-03;2.2;1989-03-15;6.0;0;0;0
1989-04;3.0;1989-04-03;9.7;0;0;0
1989-05;5.6;1989-05-07;12.3;0;0;0
1989-06;9.6;1989-06-16;14.2;0;0;0
1989-07;12.5;1989-07-19;17.3;0;0;6
1989-08;11.6;1989-08-04;16.8;0;0;8
1989-09;10.7;1989-09-30;14.2;0;0;0
1989-10;0.4;1989-10-17;8.8;0;0;0
1989-11;-7.0;1989-11-30;2.5;12;0;0
1989-12;-7.5;1989-12-11;0.2;20;0;0
1990-01;-9.7;1990-01-09;-0.7;16;0;0
1990-02;-0.6;1990-02-11;3.1;2;0;0
1990-03;0.2;1990-03-04;6.3;0;0;0
1990-04;2.2;1990-04-10;7.5;0;0;0
1990-05;7.6;1990-05-30;12.6;0;0;0
1990-06;8.8;1990-06-01;14.4;0;0;1
1990-07;12.0;1990-07-07;16.1;0;0;2
1990-08;13.5;1990-08-10;16.9;0;0;4
1990-09;7.0;1990-09-29;11.0;0;0;0
1990-10;-0.4;1990-10-23;7.6;1;0;0
1990-11;-0.5;1990-11-11;4.9;1;0;0
1990-12;-5.6;1990-12-25;-0.4;18;0;0
1991-01;-7.8;1991-01-21;-0.6;17;0;0
1991-02;-11.7;1991-02-01;-3.6;22;3;0
1991-03;-0.2;1991-03-01;5.1;1;0;0
1991-04;2.0;1991-04-18;6.5;0;0;0
1991-05;5.9;1991-05-24;9.7;0;0;0
1991-06;10.0;1991-06-06;14.9;0;0;2
1991-07;13.6;1991-07-01;18.8;0;0;11
1991-08;13.1;1991-08-20;17.4;0;0;4
1991-09;9.0;1991-09-09;14.2;0;0;0
1991-10;-2.6;1991-10-28;7.7;5;0;0
1991-11;-1.6;1991-11-01;4.1;3;0;0
1991-12;-7.2;1991-12-13;-2.2;22;0;0
1992-01;-6.5;1992-01-04;-0.2;16;0;0
1992-02;-4.2;1992-02-19;1.3;9;0;0
1992-03;-0.4;1992-03-18;3.4;1;0;0
1992-04;1.4;1992-04-11;8.0;0;0;0
1992-05;8.3;1992-05-13;11.7;0;0;0
1992-06;12.6;1992-06-01;16.5;0;0;4
1992-07;14.8;1992-07-17;17.8;0;0;5
1992-08;16.6;1992-08-16;20.8;0;0;21
1992-09;8.1;1992-09-26;12.5;0;0;0
1992-10;0.8;1992-10-14;7.5;0;0;0
1992-11;-0.4;1992-11-10;4.2;1;0;0
1992-12;-9.6;1992-12-26;-0.9;17;0;0
1993-01;-9.7;1993-01-02;-1.2;19;0;0
1993-02;-7.7;1993-02-01;-2.7;23;0;0
1993-03;-5.3;1993-03-05;2.3;11;0;0
1993-04;0.1;1993-04-01;7.8;0;0;0
1993-05;11.4;1993-05-01;14.4;0;0;0
1993-06;10.7;1993-06-27;16.0;0;0;1
1993-07;11.1;1993-07-12;15.7;0;0;3
1993-08;10.0;1993-08-30;17.0;0;0;6
1993-09;8.0;1993-09-30;12.2;0;0;0
1993-10;1.0;1993-10-31;9.3;0;0;0
1993-11;-8.5;1993-11-28;0.5;15;0;0
1993-12;-3.5;1993-12-02;1.3;12;0;0
1994-01;-5.0;1994-01-20;1.8;5;0;0
1994-02;-7.2;1994-02-14;-0.1;13;0;0
1994-03;0.9;1994-03-06;5.4;0;0;0
1994-04;1.0;1994-04-08;7.9;0;0;0
1994-05;5.9;1994-05-03;12.1;0;0;0
1994-06;10.0;1994-06-07;15.4;0;0;4
1994-07;16.0;1994-07-10;19.9;0;0;17
1994-08;13.3;1994-08-19;18.0;0;0;9
1994-09;8.2;1994-09-19;14.6;0;0;0
1994-10;0.2;1994-10-19;6.0;0;0;0
1994-11;0.6;1994-11-20;4.2;0;0;0
1994-12;-4.6;1994-12-04;0.3;14;0;0
1995-01;-11.0;1995-01-19;-2.2;21;1;0
1995-02;-1.8;1995-02-01;3.0;5;0;0
1995-03;-1.4;1995-03-15;2.1;6;0;0
1995-04;0.4;1995-04-01;7.3;0;0;0
1995-05;4.2;1995-05-16;10.8;0;0;0
1995-06;10.4;1995-06-04;14.1;0;0;0
1995-07;15.7;1995-07-24;18.6;0;0;6
1995-08;8.3;1995-08-31;15.6;0;0;0
1995-09;6.2;1995-09-30;10.9;0;0;0
1995-10;0.9;1995-10-24;7.8;0;0;0
1995-11;-5.9;1995-11-26;0.2;14;0;0
1995-12;-11.5;1995-12-29;-1.1;20;1;0
1996-01;-8.8;1996-01-25;-3.5;26;0;0
1996-02;-10.2;1996-02-09;-4.7;26;1;0
1996-03;-6.2;1996-03-05;-0.2;15;0;0
1996-04;0.2;1996-04-15;7.8;0;0;0
1996-05;7.5;1996-05-29;12.8;0;0;0
1996-06;10.3;1996-06-15;15.4;0;0;4
1996-07;10.2;1996-07-20;14.9;0;0;2
1996-08;10.5;1996-08-06;16.1;0;0;0
1996-09;6.1;1996-09-27;9.7;0;0;0
1996-10;1.6;1996-10-27;8.0;0;0;0
1996-11;-2.8;1996-11-30;5.3;3;0;0
1996-12;-11.3;1996-12-31;-2.2;18;5;0
1997-01;-11.9;1997-01-01;-2.9;25;1;0
1997-02;-6.0;1997-02-03;0.8;14;0;0
1997-03;-1.9;1997-03-18;2.9;7;0;0
1997-04;-1.9;1997-04-13;3.6;7;0;0
1997-05;7.5;1997-05-09;12.4;0;0;0
1997-06;6.4;1997-06-01;15.4;0;0;2
1997-07;13.3;1997-07-07;16.6;0;0;1
1997-08;13.4;1997-08-02;17.4;0;0;1
1997-09;7.0;1997-09-22;12.3;0;0;0
1997-10;-3.2;1997-10-29;6.0;4;0;0
1997-11;-3.8;1997-11-20;3.8;4;0;0
1997-12;-5.9;1997-12-17;1.5;11;0;0
1998-01;-7.7;1998-01-28;1.2;9;0;0
1998-02;-9.3;1998-02-01;3.1;8;0;0
1998-03;-3.8;1998-03-12;2.1;10;0;0
1998-04;4.3;1998-04-14;9.1;0;0;0
1998-05;5.6;1998-05-24;11.8;0;0;0
1998-06;10.7;1998-06-13;16.7;0;0;4
1998-07;11.2;1998-07-09;17.5;0;0;8
1998-08;10.6;1998-08-29;16.6;0;0;7
1998-09;8.8;1998-09-15;12.8;0;0;0
1998-10;4.0;1998-10-27;9.4;0;0;0
1998-11;-3.4;1998-11-20;1.7;6;0;0
1998-12;-10.6;1998-12-24;-3.8;28;3;0
1999-01;-7.0;1999-01-30;-1.3;19;0;0
1999-02;-6.7;1999-02-01;-0.7;13;0;0
1999-03;0.1;1999-03-12;4.7;0;0;0
1999-04;4.2;1999-04-20;9.1;0;0;0
1999-05;5.7;1999-05-17;12.5;0;0;0
1999-06;9.5;1999-06-22;15.7;0;0;1
1999-07;15.2;1999-07-24;17.8;0;0;1
1999-08;11.9;1999-08-23;16.5;0;0;2
1999-09;10.3;1999-09-02;14.9;0;0;0
1999-10;2.3;1999-10-19;8.8;0;0;0
1999-11;-3.3;1999-11-21;2.4;13;0;0
1999-12;-9.8;1999-12-25;-0.7;16;0;0
2000-01;-10.0;2000-01-25;-2.9;28;1;0
2000-02;-3.2;2000-02-22;1.7;7;0;0
2000-03;-0.8;2000-03-18;3.8;5;0;0
2000-04;0.6;2000-04-09;10.1;0;0;0
2000-05;8.5;2000-05-03;12.9;0;0;0
2000-06;10.4;2000-06-01;16.0;0;0;5
2000-07;12.1;2000-07-09;16.3;0;0;4
2000-08;14.1;2000-08-24;18.4;0;0;9
2000-09;8.3;2000-09-28;12.2;0;0;0
2000-10;2.9;2000-10-24;10.5;0;0;0
2000-11;0.2;2000-11-30;6.6;0;0;0
2000-12;-8.8;2000-12-24;1.1;8;0;0
2001-01;-6.0;2001-01-15;-0.8;18;0;0
2001-02;-5.0;2001-02-25;0.7;13;0;0
2001-03;-1.0;2001-03-02;4.5;3;0;0
2001-04;0.3;2001-04-15;7.2;0;0;0
2001-05;9.3;2001-05-24;13.6;0;0;0
2001-06;8.9;2001-06-04;14.2;0;0;1
2001-07;12.6;2001-07-04;17.6;0;0;4
2001-08;11.1;2001-08-30;18.3;0;0;10
2001-09;7.3;2001-09-19;11.7;0;0;0
2001-10;3.8;2001-10-28;11.4;0;0;0
2001-11;-2.8;2001-11-19;1.9;8;0;0
2001-12;-11.5;2001-12-25;-5.4;29;2;0
2002-01;-10.2;2002-01-04;-0.9;20;1;0
2002-02;-2.5;2002-02-22;3.4;6;0;0
2002-03;0.3;2002-03-28;4.5;0;0;0
2002-04;-1.8;2002-04-07;7.9;2;0;0
2002-05;8.2;2002-05-01;14.3;0;0;0
2002-06;11.9;2002-06-02;17.0;0;0;6
2002-07;14.3;2002-07-26;19.0;0;0;13
2002-08;14.9;2002-08-13;17.9;0;0;2
2002-09;6.8;2002-09-26;12.8;0;0;0
2002-10;4.5;2002-10-14;7.6;0;0;0
2002-11;0.6;2002-11-11;5.9;0;0;0
2002-12;-9.6;2002-12-11;-1.8;22;0;0
2003-01;-12.5;2003-01-13;-3.3;24;2;0
2003-02;-9.3;2003-02-14;-4.7;26;0;0
2003-03;-3.4;2003-03-23;2.9;6;0;0
2003-04;-3.1;2003-04-07;6.4;4;0;0
2003-05;7.8;2003-05-16;14.6;0;0;1
2003-06;13.4;2003-06-22;18.3;0;0;10
2003-07;13.4;2003-07-14;18.0;0;0;5
2003-08;14.5;2003-08-31;19.5;0;0;12
2003-09;9.4;2003-09-26;12.9;0;0;0
2003-10;-2.6;2003-10-25;5.9;3;0;0
2003-11;-1.8;2003-11-13;5.1;3;0;0
2003-12;-6.5;2003-12-25;-0.6;20;0;0
2004-01;-9.8;2004-01-06;-3.4;23;0;0
2004-02;-8.1;2004-02-13;0.3;17;0;0
2004-03;-7.0;2004-03-06;2.8;8;0;0
2004-04;4.6;2004-04-09;8.7;0;0;0
2004-05;5.1;2004-05-24;11.1;0;0;0
2004-06;11.2;2004-06-17;14.9;0;0;1
2004-07;12.4;2004-07-12;17.1;0;0;7
2004-08;13.3;2004-08-16;16.8;0;0;1
2004-09;8.7;2004-09-11;12.8;0;0;0
2004-10;3.1;2004-10-12;9.3;0;0;0
2004-11;-1.4;2004-11-26;4.0;4;0;0
2004-12;-4.6;2004-12-22;-0.2;19;0;0
2005-01;-8.8;2005-01-30;-1.0;15;0;0
2005-02;-10.9;2005-02-10;-3.6;23;2;0
2005-03;-10.1;2005-03-02;0.9;15;1;0
2005-04;1.2;2005-04-22;7.9;0;0;0
2005-05;5.1;2005-05-09;12.1;0;0;0
2005-06;8.5;2005-06-09;15.0;0;0;2
2005-07;11.0;2005-07-06;17.1;0;0;6
2005-08;12.0;2005-08-09;16.3;0;0;1
2005-09;9.7;2005-09-20;13.8;0;0;0
2005-10;0.6;2005-10-31;8.6;0;0;0
2005-11;-3.3;2005-11-23;2.3;10;0;0
2005-12;-7.2;2005-12-12;-0.4;16;0;0
2006-01;-12.0;2006-01-25;-4.0;25;5;0
2006-02;-9.5;2006-02-07;-2.3;21;0;0
2006-03;-4.5;2006-03-07;1.7;11;0;0
2006-04;1.7;2006-04-08;8.9;0;0;0
2006-05;6.2;2006-05-02;12.0;0;0;0
2006-06;7.6;2006-06-01;15.8;0;0;8
2006-07;14.6;2006-07-17;19.0;0;0;11
2006-08;11.5;2006-08-30;16.1;0;0;2
2006-09;10.0;2006-09-10;14.3;0;0;0
2006-10;0.9;2006-10-31;9.9;0;0;0
2006-11;-2.5;2006-11-04;5.9;2;0;0
2006-12;-4.3;2006-12-28;1.9;12;0;0
2007-01;-4.4;2007-01-27;3.4;5;0;0
2007-02;-1.0;2007-02-25;3.5;1;0;0
2007-03;0.9;2007-03-05;5.9;0;0;0
2007-04;5.3;2007-04-09;9.5;0;0;0
2007-05;5.6;2007-05-02;14.2;0;0;2
2007-06;12.6;2007-06-01;17.8;0;0;3
2007-07;12.0;2007-07-31;18.5;0;0;10
2007-08;12.7;2007-08-31;18.1;0;0;6
2007-09;7.0;2007-09-22;11.1;0;0;0
2007-10;1.1;2007-10-20;8.4;0;0;0
2007-11;-4.2;2007-11-29;2.7;3;0;0
2007-12;-6.2;2007-12-30;-1.1;19;0;0
2008-01;-7.0;2008-01-03;0.3;13;0;0
2008-02;-8.6;2008-02-17;1.9;10;0;0
2008-03;-0.7;2008-03-06;4.0;1;0;0
2008-04;3.4;2008-04-07;8.4;0;0;0
2008-05;9.0;2008-05-04;13.1;0;0;0
2008-06;10.7;2008-06-16;17.1;0;0;3
2008-07;12.6;2008-07-23;17.6;0;0;5
2008-08;13.1;2008-08-25;17.1;0;0;4
2008-09;6.9;2008-09-19;12.7;0;0;4
2008-10;4.0;2008-10-19;9.4;0;0;0
2008-11;-2.0;2008-11-24;5.3;6;0;0
2008-12;-6.9;2008-12-31;1.9;8;0;0
2009-01;-8.7;2009-01-10;-2.5;19;0;0
2009-02;-5.6;2009-02-18;-0.4;16;0;0
2009-03;-2.1;2009-03-25;3.5;3;0;0
2009-04;7.2;2009-04-18;10.5;0;0;0
2009-05;6.6;2009-05-31;13.0;0;0;0
2009-06;9.4;2009-06-02;14.9;0;0;0
2009-07;13.9;2009-07-11;17.6;0;0;6
2009-08;12.0;2009-08-31;18.0;0;0;6
2009-09;10.8;2009-09-27;14.6;0;0;0
2009-10;0.2;2009-10-31;8.5;0;0;0
2009-11;0.0;2009-11-01;5.2;1;0;0
2009-12;-13.7;2009-12-21;0.0;10;3;0
2010-01;-10.5;2010-01-28;-2.8;26;1;0
2010-02;-8.1;2010-02-09;-1.1;17;0;0
2010-03;-5.3;2010-03-06;3.4;10;0;0
2010-04;4.9;2010-04-03;7.9;0;0;0
2010-05;7.2;2010-05-17;12.8;0;0;0
2010-06;10.7;2010-06-01;16.2;0;0;5
2010-07;14.4;2010-07-07;19.0;0;0;11
2010-08;10.3;2010-08-31;17.0;0;0;2
2010-09;7.3;2010-09-07;11.9;0;0;0
2010-10;-0.3;2010-10-28;5.7;1;0;0
2010-11;-1.0;2010-11-30;6.3;4;0;0
2010-12;-10.2;2010-12-19;-3.2;25;1;0
2011-01;-6.8;2011-01-04;-1.4;18;0;0
2011-02;-7.5;2011-02-03;-2.0;22;0;0
2011-03;-4.0;2011-03-09;3.5;8;0;0
2011-04;4.8;2011-04-14;9.1;0;0;0
2011-05;3.1;2011-05-06;11.7;0;0;0
2011-06;12.8;2011-06-27;16.6;0;0;2
2011-07;11.7;2011-07-01;16.9;0;0;6
2011-08;12.2;2011-08-11;17.6;0;0;6
2011-09;10.6;2011-09-25;15.0;0;0;1
2011-10;0.5;2011-10-18;7.7;0;0;0
2011-11;-3.4;2011-11-24;1.4;13;0;0
2011-12;-3.8;2011-12-23;1.6;7;0;0
2012-01;-6.9;2012-01-31;0.3;13;0;0
2012-02;-13.1;2012-02-06;-4.2;23;5;0
2012-03;-2.9;2012-03-06;4.9;7;0;0
2012-04;-0.2;2012-04-10;8.1;1;0;0
2012-05;5.9;2012-05-18;13.2;0;0;0
2012-06;9.8;2012-06-06;17.0;0;0;4
2012-07;14.0;2012-07-14;19.4;0;0;11
2012-08;13.2;2012-08-28;18.6;0;0;11
2012-09;7.4;2012-09-22;14.8;0;0;1
2012-10;0.2;2012-10-30;8.8;0;0;0
2012-11;3.4;2012-11-14;6.1;0;0;0
2012-12;-5.4;2012-12-22;-1.3;19;0;0
2013-01;-5.3;2013-01-27;-0.9;22;0;0
2013-02;-4.0;2013-02-11;1.2;10;0;0
2013-03;-5.8;2013-03-17;1.5;13;0;0
2013-04;0.2;2013-04-01;8.6;0;0;0
2013-05;9.0;2013-05-27;12.9;0;0;0
2013-06;8.8;2013-06-01;15.9;0;0;6
2013-07;12.2;2013-07-01;18.5;0;0;11
2013-08;13.3;2013-08-31;18.4;0;0;8
2013-09;6.3;2013-09-28;11.8;0;0;0
2013-10;0.6;2013-10-05;9.8;0;0;0
2013-11;-2.4;2013-11-28;5.9;2;0;0
2013-12;-3.6;2013-12-04;0.7;14;0;0
2014-01;-7.3;2014-01-27;1.4;10;0;0
2014-02;-3.6;2014-02-01;2.8;5;0;0
2014-03;1.6;2014-03-11;6.6;0;0;0
2014-04;4.6;2014-04-16;9.7;0;0;0
2014-05;6.2;2014-05-05;11.9;0;0;0
2014-06;11.4;2014-06-27;15.4;0;0;2
2014-07;13.3;2014-07-02;18.7;0;0;12
2014-08;11.1;2014-08-29;16.2;0;0;3
2014-09;6.8;2014-09-24;14.5;0;0;0
2014-10;0.9;2014-10-28;10.5;0;0;0
2014-11;-0.3;2014-11-28;6.2;1;0;0
2014-12;-11.1;2014-12-31;2.1;6;1;0
2015-01;-7.2;2015-01-07;0.6;10;0;0
2015-02;-4.1;2015-02-18;0.8;15;0;0
2015-03;-1.0;2015-03-07;4.1;2;0;0
2015-04;1.2;2015-04-04;7.5;0;0;0
2015-05;7.7;2015-05-03;12.6;0;0;0
2015-06;11.6;2015-06-21;16.1;0;0;3
2015-07;13.1;2015-07-11;19.7;0;0;15
2015-08;14.1;2015-08-01;19.4;0;0;14
2015-09;9.1;2015-09-22;14.7;0;0;3
2015-10;2.5;2015-10-13;8.2;0;0;0
2015-11;-2.6;2015-11-25;5.0;3;0;0
2015-12;-4.9;2015-12-31;2.2;7;0;0
2016-01;-9.0;2016-01-04;-1.8;19;0;0
2016-02;0.0;2016-02-12;4.1;1;0;0
2016-03;0.4;2016-03-20;4.5;0;0;0
2016-04;2.7;2016-04-26;8.8;0;0;0
2016-05;7.2;2016-05-16;12.6;0;0;0
2016-06;12.7;2016-06-08;16.9;0;0;4
2016-07;13.4;2016-07-15;18.5;0;0;13
2016-08;10.7;2016-08-12;16.5;0;0;0
2016-09;8.7;2016-09-23;14.7;0;0;0
2016-10;2.9;2016-10-28;8.1;0;0;0
2016-11;-2.0;2016-11-15;3.5;4;0;0
2016-12;-5.9;2016-12-17;-1.1;21;0;0
2017-01;-15.2;2017-01-08;-6.5;31;4;0
2017-02;-4.5;2017-02-14;1.0;12;0;0
2017-03;1.8;2017-03-27;6.4;0;0;0
2017-04;0.5;2017-04-21;7.7;0;0;0
2017-05;5.9;2017-05-01;12.9;0;0;0
2017-06;13.3;2017-06-09;17.8;0;0;8
2017-07;12.5;2017-07-14;18.0;0;0;7
2017-08;11.8;2017-08-24;18.4;0;0;11
2017-09;7.8;2017-09-29;13.0;0;0;0
2017-10;2.8;2017-10-31;9.1;0;0;0
2017-11;-0.7;2017-11-28;4.6;2;0;0
2017-12;-5.7;2017-12-20;1.3;11;0;0
2018-01;-2.7;2018-01-16;2.0;10;0;0
2018-02;-9.8;2018-02-26;-1.3;16;0;0
2018-03;-9.3;2018-03-01;1.6;12;0;0
2018-04;5.0;2018-04-02;12.0;0;0;0
2018-05;11.0;2018-05-15;15.5;0;0;0
2018-06;11.2;2018-06-23;17.8;0;0;8
2018-07;11.5;2018-07-02;18.7;0;0;8
2018-08;13.7;2018-08-26;19.5;0;0;15
2018-09;5.6;2018-09-26;14.3;0;0;0
2018-10;5.5;2018-10-25;10.4;0;0;0
2018-11;-2.7;2018-11-30;5.7;2;0;0
2018-12;-8.0;2018-12-19;0.2;14;0;0
2019-01;-5.6;2019-01-07;-1.3;23;0;0
2019-02;-4.5;2019-02-23;1.8;7;0;0
2019-03;1.3;2019-03-13;6.0;0;0;0
2019-04;5.6;2019-04-16;9.7;0;0;0
2019-05;5.2;2019-05-08;11.1;0;0;0
2019-06;15.2;2019-06-01;19.4;0;0;11
2019-07;12.0;2019-07-11;18.4;0;0;10
2019-08;13.1;2019-08-15;19.4;0;0;18
2019-09;7.6;2019-09-22;14.0;0;0;2
2019-10;2.2;2019-10-31;10.1;0;0;0
2019-11;2.4;2019-11-30;7.5;0;0;0
2019-12;-5.0;2019-12-04;2.3;9;0;0
2020-01;-3.5;2020-01-03;-1.1;25;0;0
2020-02;-1.7;2020-02-09;3.7;2;0;0
2020-03;-1.3;2020-03-23;4.3;1;0;0
2020-04;-0.2;2020-04-01;8.2;2;0;0
2020-05;4.3;2020-05-13;11.0;0;0;0
2020-06;11.9;2020-06-02;16.6;0;0;1
2020-07;13.2;2020-07-12;17.9;0;0;10
2020-08;15.8;2020-08-28;19.3;0;0;12
2020-09;8.2;2020-09-27;14.3;0;0;0
2020-10;5.1;2020-10-13;9.6;0;0;0
2020-11;-1.6;2020-11-22;4.4;4;0;0
2020-12;-2.5;2020-12-27;2.9;4;0;0
